Summary;Issue Type;Status;Priority;Created;Updated;Last Viewed;Description
99  | ACTIVE      | org.onosproject.store.packet.impl.DistributedPacketStore                          
100 | ACTIVE      | org.onosproject.store.app.DistributedApplicationStore                             
101 | ACTIVE      | org.onosproject.store.primitives.impl.PartitionManager                            
102 | ACTIVE      | org.onosproject.store.primitives.impl.StorageManager                              
103 | ACTIVE      | org.onosproject.persistence.impl.PersistenceManager                               
104 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.provider.DefaultVirtualGroupProvider   
105 | ACTIVE      | org.onosproject.incubator.net.tunnel.impl.TunnelManager                           
106 | UNSATISFIED | org.onosproject.incubator.net.virtual.impl.provider.DefaultVirtualPacketProvider  
107 | REGISTERED  | org.onosproject.incubator.net.routing.impl.EvpnRouteManager                       
108 | ACTIVE      | org.onosproject.incubator.net.resource.label.impl.LabelResourceManager            
109 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.VirtualNetworkManager                  
110 | ACTIVE      | org.onosproject.incubator.net.meter.impl.MeterManager                             
111 | ACTIVE      | org.onosproject.incubator.net.config.impl.ExtraNetworkConfigs                     
112 | ACTIVE      | org.onosproject.incubator.net.dpi.impl.DpiStatisticsManager                       
113 | ACTIVE      | org.onosproject.incubator.net.impl.PortStatisticsManager                          
114 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.provider.DefaultVirtualNetworkProvider 
115 | ACTIVE      | org.onosproject.incubator.net.domain.impl.IntentDomainManager                     
116 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.provider.DefaultVirtualFlowRuleProvider
117 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.provider.DefaultVirtualMeterProvider   
118 | ACTIVE      | org.onosproject.incubator.net.virtual.impl.provider.VirtualProviderManager        
119 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualPacketStore             
120 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualGroupStore              
121 | ACTIVE      | org.onosproject.incubator.store.resource.impl.DistributedLabelResourceStore       
122 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.DistributedVirtualNetworkStore       
123 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualFlowObjectiveStore      
124 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualMastershipStore         
125 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualFlowRuleStore           
126 | REGISTERED  | org.onosproject.incubator.store.routing.impl.DistributedEvpnRouteStore            
127 | ACTIVE      | org.onosproject.incubator.store.virtual.impl.SimpleVirtualIntentStore             
128 | ACTIVE      | org.onosproject.incubator.store.meter.impl.DistributedMeterStore                  
129 | ACTIVE      | org.onosproject.incubator.store.tunnel.impl.DistributedTunnelStore                
130 | ACTIVE      | org.onosproject.incubator.rpc.impl.LocalRemoteServiceProvider                     
131 | ACTIVE      | org.onosproject.incubator.rpc.impl.RemoteServiceManager                           
132 | ACTIVE      | org.onosproject.cli.CliComponent                                                  
133 | ACTIVE      | org.onosproject.rest.impl.ApiDocRegistrator                                       
134 | ACTIVE      | org.onosproject.rest.impl.ApiDocManager                                           
135 | ACTIVE      | org.onosproject.ui.impl.topo.UiTopoLayoutManager                                  
136 | ACTIVE      | org.onosproject.ui.impl.UiExtensionManager                                        
137 | REGISTERED  | org.onosproject.ui.impl.topo.model.UiSharedTopologyModel                          
138 | UNSATISFIED | org.onosproject.provider.host.impl.HostLocationProvider                           
139 | UNSATISFIED | org.onosproject.provider.lldp.impl.LldpLinkProvider                               
140 | UNSATISFIED | org.onosproject.net.optical.intent.impl.compiler.OpticalCircuitIntentCompiler     
141 | UNSATISFIED | org.onosproject.net.optical.intent.impl.compiler.OpticalConnectivityIntentCompiler
142 | UNSATISFIED | org.onosproject.net.optical.intent.impl.compiler.OpticalPathIntentCompiler        
143 | UNSATISFIED | org.onosproject.net.optical.intent.impl.compiler.OpticalOduIntentCompiler         
144 | ACTIVE      | org.onosproject.net.optical.internal.OpticalModelLoader                           
145 | ACTIVE      | org.onosproject.openflow.controller.impl.OpenFlowControllerImpl                   
146 | ACTIVE      | org.onosproject.provider.of.device.impl.OpenFlowDeviceProvider                    
147 | UNSATISFIED | org.onosproject.provider.of.packet.impl.OpenFlowPacketProvider                    
148 | ACTIVE      | org.onosproject.provider.of.flow.impl.OpenFlowRuleProvider                        
149 | ACTIVE      | org.onosproject.provider.of.group.impl.OpenFlowGroupProvider                      
150 | ACTIVE      | org.onosproject.provider.of.meter.impl.OpenFlowMeterProvider                      
151 | UNSATISFIED | org.onosproject.proxyarp.DefaultProxyArp                                          
152 | ACTIVE      | org.onosproject.driver.DefaultDriversLoader                                       
153 | ACTIVE      | org.onosproject.net.driver.impl.DriverManager                                     
154 | ACTIVE      | org.onosproject.driver.DefaultCodecRegister                                       
155 | REGISTERED  | org.onosproject.events.EventHistoryManager
{noformat}

Finally, errors/exceptions from the karaf log:
{noformat}
admin@chONOSbench:~$ onos-check-logs
2017-08-19 18:54:26,165 | ERROR | FelixStartLevel  | onos-core-dist                   | 129 | [org.onosproject.store.link.impl.ECLinkStore(96)] The activate method has thrown an exception
org.onosproject.store.service.ConsistentMapException$Timeout: onos-app-ids
	at org.onosproject.store.primitives.DefaultConsistentMap.complete(DefaultConsistentMap.java:233)
	at org.onosproject.store.primitives.DefaultConsistentMap.get(DefaultConsistentMap.java:85)
	at org.onosproject.store.primitives.ConsistentMapBackedJavaMap.get(ConsistentMapBackedJavaMap.java:69)
	at org.onosproject.store.core.impl.DistributedApplicationIdStore.registerApplication(DistributedApplicationIdStore.java:111)
	at org.onosproject.core.impl.CoreManager.registerApplication(CoreManager.java:139)
	at org.onosproject.store.link.impl.ECLinkStore.activate(ECLinkStore.java:165)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)[:1.8.0_72]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)[:1.8.0_72]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)[:1.8.0_72]
	at java.lang.reflect.Method.invoke(Method.java:498)[:1.8.0_72]
	at org.apache.felix.scr.impl.helper.BaseMethod.invokeMethod(BaseMethod.java:231)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.helper.BaseMethod.access$500(BaseMethod.java:39)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.helper.BaseMethod$Resolved.invoke(BaseMethod.java:624)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.helper.BaseMethod.invoke(BaseMethod.java:508)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.helper.ActivateMethod.invoke(ActivateMethod.java:149)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.createImplementationObject(SingleComponentManager.java:315)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.createComponent(SingleComponentManager.java:127)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getService(SingleComponentManager.java:871)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getServiceInternal(SingleComponentManager.java:838)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getService(SingleComponentManager.java:777)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.framework.ServiceRegistrationImpl.getFactoryUnchecked(ServiceRegistrationImpl.java:308)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.ServiceRegistrationImpl.getService(ServiceRegistrationImpl.java:219)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.ServiceRegistry.getService(ServiceRegistry.java:320)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.Felix.getService(Felix.java:3568)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.BundleContextImpl.getService(BundleContextImpl.java:468)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.scr.impl.helper.BindMethod.getServiceObject(BindMethod.java:572)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager.getServiceObject(DependencyManager.java:2012)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager$SingleStaticCustomizer.prebind(DependencyManager.java:1005)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager.prebind(DependencyManager.java:1439)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.AbstractComponentManager.collectDependencies(AbstractComponentManager.java:1119)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getServiceInternal(SingleComponentManager.java:807)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getService(SingleComponentManager.java:777)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.framework.ServiceRegistrationImpl.getFactoryUnchecked(ServiceRegistrationImpl.java:308)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.ServiceRegistrationImpl.getService(ServiceRegistrationImpl.java:219)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.ServiceRegistry.getService(ServiceRegistry.java:320)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.Felix.getService(Felix.java:3568)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.BundleContextImpl.getService(BundleContextImpl.java:468)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.scr.impl.helper.BindMethod.getServiceObject(BindMethod.java:572)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager.getServiceObject(DependencyManager.java:2012)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager$SingleStaticCustomizer.prebind(DependencyManager.java:1005)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager.prebind(DependencyManager.java:1439)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.AbstractComponentManager.collectDependencies(AbstractComponentManager.java:1119)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.SingleComponentManager.getServiceInternal(SingleComponentManager.java:807)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.AbstractComponentManager.activateInternal(AbstractComponentManager.java:850)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager$SingleStaticCustomizer.addedService(DependencyManager.java:931)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.DependencyManager$SingleStaticCustomizer.addedService(DependencyManager.java:895)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.ServiceTracker$Tracked.customizerAdded(ServiceTracker.java:1480)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.ServiceTracker$Tracked.customizerAdded(ServiceTracker.java:1401)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.ServiceTracker$AbstractTracked.trackAdding(ServiceTracker.java:1210)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.ServiceTracker$AbstractTracked.track(ServiceTracker.java:1148)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.scr.impl.manager.ServiceTracker$Tracked.serviceChanged(ServiceTracker.java:1432)[49:org.apache.felix.scr:1.8.2]
	at org.apache.felix.framework.util.EventDispatcher.invokeServiceListenerCallback(EventDispatcher.java:932)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.util.EventDispatcher.fireEventImmediately(EventDispatcher.java:793)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.util.EventDispatcher.fireServiceEvent(EventDispatcher.java:543)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.Felix.fireServiceEvent(Felix.java:4419)[org.apache.felix.framework-4.2.1.jar:]
	at org.apache.felix.framework.Felix.registerService(Felix.java:3423)[org.apache.felix.framework-4.2.1.jar:]
